
Scenario Summaries

Total of vehicles entered: 5384
Total of vehicles detected: 5384

SECTIONS
Total inferences: 2355
FPR:  2040
FPR2: 2059
ER:   2319,27042767174
CR:   584,235851388037
FPR RATIO:   0,866242038216561
FPR2 RATIO:   0,874309978768578

TRIPS
Total inferences: 2040
FPR:  1823
FPR2: 1867
ER:   2004,27042767174
CR:   440,739072036043
FPR RATIO:   0,893627450980392
FPR2 RATIO:   0,915196078431373

FLOWS
Link	Tail	Head	RealAll	EstAll	RealInfer	EstInfer	ReInf1	Estinf1	ReInf2	Estinf2	ReInf3	Estinf3
0	509	519	355	185,996794871795	154	151,996794871795	52	54	83	78	19	19,9967948717949
1	509	539	235	158,003205128205	95	97,0032051282052	22	23	55	57	18	17,0032051282051
2	519	534	506	353,166486729645	254	251,166486729645	69	72	147	139,448538011696	38	39,7179487179487
3	519	906	277	123,196120107962	104	106,196120107962	39	37	48	51,5736842105263	17	17,6224358974359
4	529	519	135	93,3658119658119	58	59,365811965812	19	18	25	27,0222222222222	14	14,3435897435897
5	529	539	80	38,5507952573742	46	27,5507952573742	11	10,8333333333333	26	11,6322055137845	9	5,08525641025641
6	534	529	423	231,15649701176	162	141,15649701176	40	41,5	91	74,9629072681704	31	24,6935897435897
7	534	922	189	150,413413341045	110	112,413413341045	25	26	61	61,790977443609	24	24,6224358974359
8	534	1054	337	230,339581325108	206	202,339581325108	67	58,5	115	111,510735171261	24	32,3288461538462
9	539	544	387	263,843700597648	166	166,843700597648	41	43,5	93	95,5007518796992	32	27,8429487179487
10	539	1124	330	203,710299787931	138	120,710299787931	40	39,3333333333333	68	53,1314536340852	30	28,2455128205128
11	544	529	341	212,760110211426	139	142,760110211426	42	42,3333333333333	73	73,6915204678363	24	26,7352564102564
12	544	922	292	228,313646295225	161	182,313646295225	37	42	80	90,1956975772765	44	50,1179487179487
13	544	1054	165	123,325189576505	84	81,3251895765054	14	17	48	43,1065998329156	22	21,2185897435897
14	906	939	375	191,457505944348	148	150,457505944348	45	44	75	76,4228905597327	28	30,0346153846154
15	906	976	316	147,291666666667	68	93,2916666666666	19	26	35	44	14	23,2916666666667
16	913	943	104	57,1972222222222	72	51,1972222222222	26	19	21	16,6555555555556	25	15,5416666666667
17	913	922	7	8,46374269005848	2	6,46374269005848	0	1	0	1,46374269005848	2	4
18	913	1054	114	89,0462823725981	61	74,0462823725982	16	22,5	30	35,1129490392648	15	16,4333333333333
19	913	1100	327	262,13448203843	208	220,134482038429	71	72,5	91	98,7094820384294	46	48,925
20	922	913	479	349,941117216118	292	277,941117216118	86	80	135	136,190476190476	71	61,750641025641
21	922	906	161	151,969719169719	103	127,969719169719	30	38	46	53,3492063492063	27	36,6205128205128
22	922	534	171	130,630555555556	101	101,630555555556	21	24	53	50,3888888888889	27	27,2416666666667
23	939	913	383	275,900612107191	176	198,900612107191	43	51	95	103,751253132832	38	44,149358974359
24	939	906	38	27,5833333333333	10	10,5833333333333	2	3	7	6,5	1	1,08333333333333
25	939	534	348	204,112449392713	168	148,112449392713	49	39	89	81,4271929824562	30	27,6852564102564
26	943	939	390	266,138888888889	160	161,138888888889	39	39	86	88,2555555555556	35	33,8833333333333
27	943	976	284	161,708333333333	125	99,7083333333334	36	28	57	47	32	24,7083333333334
28	1044	1088	526	411,795723282566	374	349,795723282566	87	84,8333333333333	212	193,331620718463	75	71,6307692307692
29	1044	1201	199	132,974853801169	105	98,9748538011695	42	38	42	39,5748538011696	21	21,4
30	1054	1044	503	359,589727523938	308	292,589727523938	90	88,5	162	145,552548036759	56	58,5371794871794
31	1054	544	148	103,461801940749	85	83,4618019407493	25	23,5	43	41,1848788638262	17	18,7769230769231
32	1054	1124	195	102,878028404344	56	79,8780284043442	13	15,3333333333333	30	46,6446950710109	13	17,9
33	1075	943	223	160,65	115	111,65	28	26	69	66,6	18	19,05
34	1075	922	117	91,3552631578947	44	47,3552631578947	6	7	30	31,8552631578947	8	8,5
35	1075	1054	201	119,279615705931	98	94,2796157059314	25	26	53	48,8796157059315	20	19,4
36	1075	1100	85	61,8	1	6,8	0	2	1	4,2	0	0,6
37	1088	922	387	253,995326457169	247	226,995326457169	65	63	120	111,622890559733	62	52,3724358974359
38	1088	1054	125	99,9388888888888	72	75,9388888888889	16	14,3333333333333	37	41,7722222222222	19	19,8333333333333
39	1088	1100	402	291,869695071011	235	223,869695071011	48	45,5	150	137,144695071011	37	41,225
40	1100	1107	351	265,484878863827	186	183,484878863826	43	42	107	104,434878863826	36	37,05
41	1100	1176	149	123,319298245614	80	89,3192982456139	28	30	37	41,6192982456141	15	17,7
42	1107	1075	378	282,084878863827	226	228,084878863827	58	59	126	126,534878863826	42	42,5499999999999
43	1114	1133	425	288,254994858942	214	216,254994858942	48	49	109	109,776148705096	57	57,4788461538461
44	1124	1114	292	199,254994858942	153	155,254994858942	42	42	69	70,7761487050961	42	42,4788461538461
45	1133	1044	448	328,180849559797	266	251,180849559797	60	55,3333333333333	141	135,353926482874	65	60,4935897435897
46	1133	544	289	222,093443544759	143	166,093443544759	29	36,3333333333333	72	77,3081871345029	42	52,4519230769231
47	1133	1124	163	115,666666666667	71	66,6666666666667	18	16,3333333333333	36	33	17	17,3333333333333
48	1176	1088	480	326,008187134503	243	240,008187134503	67	66	124	123,208187134503	52	50,8
49	1176	1201	172	91,711111111111	56	63,7111111111111	18	21	31	30,3111111111111	7	12,4
50	1189	1107	283	184,6	127	131,6	33	35	70	73,1	24	23,5
51	1189	1176	258	163,4	115	110,4	35	34	55	50,9	25	25,5
52	1201	1133	361	262,685964912281	192	193,685964912281	52	52	93	88,8859649122807	47	52,8
Thanks for chose TyggerSoftware Inc. 2017
